Observation ID_1,Target name_1,Target Desc._1,RA,Dec,Instrument_1,Obs. Mode_1,Proposal_1,Proc. Level_1,Start Time_1,Duration (s)_1,Public,Filter_1,Detector_1,SDSS_NAME,RA_1,DEC_1,PLATE,MJD,FIBERID,AUTOCLASS_PQN,AUTOCLASS_DR14Q,IS_QSO_QN,Z_QN,RANDOM_SELECT,Z_10K,Z_CONF_10K,PIPE_CORR_10K,IS_QSO_10K,THING_ID,Z_VI,Z_CONF,CLASS_PERSON,Z_DR12Q,IS_QSO_DR12Q,Z_DR7Q_SCH,IS_QSO_DR7Q,Z_DR6Q_HW,Z_DR7Q_HW,IS_QSO_FINAL,Z,SOURCE_Z,Z_PIPE,ZWARNING,OBJID,Z_PCA,ZWARN_PCA,DELTACHI2_PCA,Z_HALPHA,ZWARN_HALPHA,DELTACHI2_HALPHA,Z_HBETA,ZWARN_HBETA,DELTACHI2_HBETA,Z_MGII,ZWARN_MGII,DELTACHI2_MGII,Z_CIII,ZWARN_CIII,DELTACHI2_CIII,Z_CIV,ZWARN_CIV,DELTACHI2_CIV,Z_LYA,ZWARN_LYA,DELTACHI2_LYA,Z_LYAWG,Z_DLA,NHI_DLA,CONF_DLA,BAL_PROB,BI_CIV,ERR_BI_CIV,AI_CIV,ERR_AI_CIV,BI_SIIV,ERR_BI_SIIV,AI_SIIV,ERR_AI_SIIV,BOSS_TARGET1,EBOSS_TARGET0,EBOSS_TARGET1,EBOSS_TARGET2,ANCILLARY_TARGET1,ANCILLARY_TARGET2,NSPEC_SDSS,NSPEC_BOSS,NSPEC,PLATE_DUPLICATE,MJD_DUPLICATE,FIBERID_DUPLICATE,SPECTRO_DUPLICATE,SKYVERSION,RUN_NUMBER,RERUN_NUMBER,CAMCOL_NUMBER,FIELD_NUMBER,ID_NUMBER,LAMBDA_EFF,ZOFFSET,XFOCAL,YFOCAL,CHUNK,TILE,PLATESN2,PSFFLUX,PSFFLUX_IVAR,PSFMAG,PSFMAGERR,EXTINCTION,M_I,SN_MEDIAN_ALL,GALEX_MATCHED,FUV,FUV_IVAR,NUV,NUV_IVAR,UKIDSS_MATCHED,YFLUX,YFLUX_ERR,JFLUX,JFLUX_ERR,HFLUX,HFLUX_ERR,KFLUX,KFLUX_ERR,W1_FLUX,W1_FLUX_IVAR,W1_MAG,W1_MAG_ERR,W1_CHI2,W1_FLUX_SNR,W1_SRC_FRAC,W1_EXT_FLUX,W1_EXT_FRAC,W1_NPIX,W2_FLUX,W2_FLUX_IVAR,W2_MAG,W2_MAG_ERR,W2_CHI2,W2_FLUX_SNR,W2_SRC_FRAC,W2_EXT_FLUX,W2_EXT_FRAC,W2_NPIX,FIRST_MATCHED,FIRST_FLUX,FIRST_SNR,SDSS2FIRST_SEP,JMAG,JMAG_ERR,JSNR,JRDFLAG,HMAG,HMAG_ERR,HSNR,HRDFLAG,KMAG,KMAG_ERR,KSNR,KRDFLAG,SDSS2MASS_SEP,2RXS_ID,2RXS_RA,2RXS_DEC,2RXS_SRC_FLUX,2RXS_SRC_FLUX_ERR,SDSS2ROSAT_SEP,XMM_SRC_ID,XMM_RA,XMM_DEC,XMM_SOFT_FLUX,XMM_SOFT_FLUX_ERR,XMM_HARD_FLUX,XMM_HARD_FLUX_ERR,XMM_TOTAL_FLUX,XMM_TOTAL_FLUX_ERR,XMM_TOTAL_LUM,SDSS2XMM_SEP,GAIA_MATCHED,GAIA_DESIGNATION,GAIA_RA,GAIA_DEC,GAIA_PARALLAX,GAIA_PARALLAX_ERR,GAIA_PM_RA,GAIA_PM_RA_ERR,GAIA_PM_DEC,GAIA_PM_DEC_ERR,GAIA_G_MAG,GAIA_G_FLUX_SNR,GAIA_BP_MAG,GAIA_BP_FLUX_SNR,GAIA_RP_MAG,GAIA_RP_FLUX_SNR,SDSS2GAIA_SEP,Observation ID_2,Target name_2,Target Desc._2,RA_2,Dec_2,Instrument_2,Obs. Mode_2,Proposal_2,Proc. Level_2,Start Time_2,Duration (s)_2,Filter_2,Detector_2,Separation_2,Separation
jw05491-c1005_t001_miri_ch1-long,J0134-0931,SREGION=POLYGON ICRS  23.647771019 -9.518279675 23.647771019 -9.516690786 23.649455318 -9.516690786 23.649455318 -9.518279675|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Quasars|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Quasars|TARGNAME=J0134-0931,23.648613169280104,-9.517485230837964,MIRI/IFU,MIR_MRS,5491,3,60638.39352594908,3019.244,False,CH1-LONG,MIRIFUSHORT,013435.66-093102.9,23.648609,-9.517484,662,52147,475,UNK,UNK,-1,-1.0,0,-1.0,-1,-1,-1,25361226,-1.0,-1,0,-1.0,-1,2.22,1,2.225484,2.220000028610229,1,2.225484,DR6Q_HW,-1.0,-1,1.237670956251022e+18,2.2271304576488853,0,158.5515851950795,-1.0,7682,0.0,-1.0,7682,0.0,2.2125070540007874,0,128.33444184235668,2.223239918182629,0,65.25745274832047,2.211819686308888,0,29.75714687491086,2.161200676164037,0,13.90476272753432,2.229981,"(-1.0, -1.0, -1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0, -1.0, -1.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,0,0,0,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)",2,5933,301,3,41,704,5000.0,0.0,120.60050201416016,-4.4302287101745605,chunk20,442,17.0625,"(0.66233766, 0.36363408, 2.9253564, 13.694241, 45.437534)","(13.880395889282227, 108.75076293945312, 37.11860656738281, 9.911543846130371, 0.6446824669837952)","(22.901754, 23.537222, 21.332731, 19.658468, 18.356174)","(0.4052656888961792, 0.25659844279289246, 0.06071458384394646, 0.025174779817461967, 0.029744479805231094)","(0.1573553, 0.11578053, 0.0839737, 0.06367471, 0.045146164)",-26.490922832621614,1.621942162513733,1,0.0,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9277.948,0.003518334,12.58137,0.0019728944,195.81319,550.32654,0.957008,0.54206437,5.842513e-05,420,26656.271,0.00026438216,11.435501,0.0025050063,105.051186,433.4265,0.9627303,0.21631822,8.115335e-06,363,1,931.989990234375,3735.855712890625,0.1598824850365264,16.187000274658203,0.1309999972581863,8.600000381469727,2,14.79300022125244,0.0729999989271164,15.199999809265137,2,13.57900047302246,0.0540000014007091,25.399999618530277,2,0.0864495105281811,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,jw05491-c1005_t001_miri_ch1-long,J0134-0931,SREGION=POLYGON ICRS  23.647771019 -9.518279675 23.647771019 -9.516690786 23.649455318 -9.516690786 23.649455318 -9.518279675|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Quasars|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Quasars|TARGNAME=J0134-0931,23.648613169280104,-9.517485230837964,MIRI/IFU,MIR_MRS,5491,3,60638.39352594908,3019.244,CH1-LONG,MIRIFUSHORT,0.0154517634879903,0.0
jw03428-o026_t026_nirspec_g235h-f170lp,J134243.46+583850.0,SREGION=POLYGON ICRS  205.680099377 58.646663936 205.680099377 58.647830602 205.682128133 58.647830602 205.682128133 58.646663936|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,205.6811137568347,58.64724726934861,NIRSPEC/IFU,NRS_IFU,3428,3,60383.86623244213,875.332,True,F170LP;G235H,MULTIPLE,134243.46+583850.0,205.6811203385882,58.64724089758448,6810,56447,55,VI,VI,1,4.830617545623512,0,-1.0,-1,-1,-1,522440827,4.855,3,3,4.855311393737793,1,4.8498,1,-1.0,4.855279922485352,1,4.855,VI,4.855733394622803,0,1.237659326015145e+18,4.811200662775701,0,19338.18792599681,-1.0,7682,0.0,-1.0,7682,0.0,-1.0,7682,0.0,-1.0,7682,0.0,4.836699215557127,0,272.0400936564515,4.848773704578722,0,9698.499647321503,-1.0,"(3.831525773277961, -1.0, -1.0, -1.0, -1.0)","(20.625101047234793, -1.0, -1.0, -1.0, -1.0)","(1.0, -1.0, -1.0, -1.0, -1.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,0,0,0,1,1,2,"(960, 8212, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(52425, 58171, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(594, 24, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)",2,3225,301,4,21,943,4000.0,175.0,185.83865356445312,-183.91448974609372,boss34,15473,11.080300331115724,"(-0.43685392, 0.0517253, 2.4359152, 10.613834, 11.668754)","(13.485215187072754, 139.19247436523438, 49.46868133544922, 9.838488578796387, 0.8264255523681641)","(25.967632, 24.806536, 21.53072, 19.935007, 19.828098)","(0.5698027014732361, 0.4913765788078308, 0.06306657195091248, 0.03259403631091118, 0.10153891891241074)","(0.037584268, 0.029285407, 0.020259509, 0.015054986, 0.0111981435)",-27.800933871458724,1.1698251962661743,1,0.1993792802095413,25.33687323118372,-0.094792865216732,67.99143963051888,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,132.38884,0.008565624,17.195372,0.08861218,0.69357806,12.252674,0.8473268,0.11856107,0.00089555135,36,214.28499,0.0006223891,16.67252,0.20309608,0.39721945,5.3459234,0.8550896,0.12059027,0.00056275644,36,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,Gaia DR2 1659003479689928192,205.6811542813979,58.64721516608496,0.0,0.0,0.0,0.0,0.0,0.0,21.08257102966309,21.769838333129883,0.0,0.0,0.0,0.0,0.1123527876957014,jw03428-o026_t026_nirspec_g235h-f170lp,J134243.46+583850.0,SREGION=POLYGON ICRS  205.680099377 58.646663936 205.680099377 58.647830602 205.682128133 58.647830602 205.682128133 58.646663936|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,205.6811137568347,58.64724726934861,NIRSPEC/IFU,NRS_IFU,3428,3,60383.86623244213,875.332,F170LP;G235H,MULTIPLE,0.0260414005598708,0.0
jw03428020001_02101_00002_nrs2,J110247.29+663519.6,SREGION=POLYGON ICRS  165.695345002 66.588090532 165.695345002 66.589423866 165.698700842 66.589423866 165.698700842 66.588090532|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,165.69702291783216,66.588757201599,NIRSPEC/IFU,NRS_IFU,3428,1,60383.71016,218.833,True,F170LP;G235H,NRS2,110247.28+663519.2,165.6970043206411,66.58868994162462,7111,56741,438,VI,VI,1,4.80100908488606,0,-1.0,-1,-1,-1,550310355,4.803,3,3,4.803272724151611,1,4.7983,1,4.807871,4.798299789428711,1,4.803,VI,4.804268836975098,0,1.2376515392458596e+18,4.775254107555716,0,7850.790306764966,-1.0,7682,0.0,-1.0,7682,0.0,-1.0,7682,0.0,-1.0,7682,0.0,4.786517206143962,0,43.707536801471065,4.7976305613293055,0,3789.036136526712,-1.0,"(-1.0, -1.0, -1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0, -1.0, -1.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,0,0,0,1,0,1,"(490, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(51929, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(520, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)",2,1412,301,4,119,732,4000.0,0.0,-166.86709594726562,-36.293243408203125,boss34,15651,11.364700317382812,"(0.09037538, -0.0155824395, 1.4632342, 6.4796276, 3.932435)","(18.255615234375, 116.36687469482422, 37.18069076538086, 15.019696235656738, 0.7988529205322266)","(24.290054, 25.208267, 22.079485, 20.470287, 20.976793)","(0.8636705279350281, 0.5570777654647827, 0.12008454650640488, 0.04316924512386322, 0.2891105115413666)","(0.081516765, 0.06351731, 0.043940984, 0.03265286, 0.024287729)",-27.265134155311493,1.0730109214782717,1,0.0,0.0,0.0,0.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,105.27324,0.007327395,17.444204,0.12048458,0.46784657,9.011411,0.8468422,0.8402949,0.007982039,36,274.00305,0.0005681548,16.405611,0.16624,0.5696332,6.531136,0.8550541,3.0618274,0.011174426,36,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,jw03428020001_02101_00002_nrs2,J110247.29+663519.6,SREGION=POLYGON ICRS  165.695345002 66.588090532 165.695345002 66.589423866 165.698700842 66.589423866 165.698700842 66.588090532|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,165.69702291783216,66.588757201599,NIRSPEC/IFU,NRS_IFU,3428,1,60383.71016,218.833,F170LP;G235H,NRS2,0.2435927262723172,0.0
jw07492005001_xx102_00001_miri,BQ_J1421+2241,SREGION=POLYGON ICRS 215.28531718147 22.6881765201 215.28532981913 22.68831929496 215.28674729809 22.68821153233 215.2867343514 22.68806903206|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Active galactic nuclei ; Quasars|TOO=N,215.2860319561398,22.68819411496614,MIRI/SLIT,,7492,-1,,13.875,False,F1500W,,142108.71+224117.4,215.28630814996,22.688170739590543,5898,56045,670,QSO,QSO,1,2.190618171970479,0,-1.0,-1,-1,-1,309046394,2.184,3,3,2.184035062789917,1,2.185,1,-1.0,2.1878550052642822,1,2.184,VI,2.183936834335327,0,1.237665567144149e+18,2.1824790981772795,0,255713.1657136359,-1.0,7682,0.0,-1.0,7682,0.0,2.184986744752828,0,2179.160501954263,2.1832840945368037,0,7985.522171671371,2.1806674685077825,0,33252.2569164752,2.1788607638430464,0,79890.30783356412,2.186587,"(-1.0, -1.0, -1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0, -1.0, -1.0)","(-1.0, -1.0, -1.0, -1.0, -1.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096,0,0,0,33554432,0,1,0,1,"(2786, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(54540, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(589, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)",2,4678,301,5,92,18,4000.0,175.0,-54.32997131347656,227.9983062744141,boss30,14729,12.685400009155272,"(107.41862, 124.1608, 133.51744, 171.82773, 217.80225)","(0.20835794508457184, 0.21899189054965973, 0.24734286963939667, 0.20473627746105194, 0.10261725634336472)","(17.422298, 17.265038, 17.186153, 16.912266, 16.65483)","(0.02214309200644493, 0.018686387687921524, 0.016350682824850082, 0.013964734971523285, 0.015561151318252087)","(0.17652608, 0.13754793, 0.095155016, 0.070710376, 0.05259553)",-29.183674687616275,38.64401245117188,1,0.2313166707754135,0.7117479535971932,4.18752908706665,3.8062004855185534,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3997.583,0.0086448,13.495506,0.0029211198,46.09561,371.68494,0.9534601,0.10058169,2.5160612e-05,334,9802.057,0.00065004436,12.521707,0.004344458,24.324799,249.91292,0.9595775,0.2685421,2.7396429e-05,288,1,4.730000019073486,30.78612327575684,0.1408052530290352,15.631999969482422,0.0659999996423721,18.799999237060547,2,14.961999893188477,0.0710000023245811,17.100000381469727,2,14.019000053405762,0.0590000003576278,19.5,2,0.1924718528868761,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,Gaia DR2 1253043999800585344,215.2863157429554,22.688175117391104,-0.2701577544212341,133.24798583984375,0.0930732488632202,38.40716171264648,0.1292696297168731,51.348880767822266,16.930404663085938,274.00274658203125,17.104639053344727,58.002140045166016,16.460330963134766,76.37020874023438,0.0297389672817242,jw07492005001_xx102_00001_miri,BQ_J1421+2241,SREGION=POLYGON ICRS 215.28531718147 22.6881765201 215.28532981913 22.68831929496 215.28674729809 22.68821153233 215.2867343514 22.68806903206|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Active galactic nuclei ; Quasars|TOO=N,215.2860319561398,22.68819411496614,MIRI/SLIT,,7492,-1,,13.875,F1500W,,0.9212082892067484,0.0
